catalog_number	plate_location	rack_number	apex_cas_number	apex_item_name	apex_molecular_weight	apex_molecular_formula	apex_smiles	apex_valid_smiles	failed_cas_number	failed_item_name	failed_smiles	super_parent_smiles	super_parent_exact_mass	super_parent_molecular_weight	super_parent_molecular_formula	pubchem_cid
N1350	E08	3	5289-74-7	Ecdysterone	486.64	C27H44O7	O[C@]1(C2=CC3=O)[C@@](CC[C@@H]2[C@](C[C@@H]4O)(C)[C@H]3C[C@H]4O)(C)[C@@H]([C@@]([C@@H](CCC(C)(C)O)O)(C)O)CC1	True	False	False	False	CC(C)(O)CCC(O)C(C)(O)C1CCC2(O)C3=C(CCC12C)C1(C)CC(O)C(O)CC1C(=O)C3	480.3087037479999	480.64200000000034	C27H44O7	5459840
N1353	E09	3	23513-14-6	6-gingerol	294.39	C17H26O4	CCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	True	False	False	False	CCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1	294.183109312	294.391	C17H26O4	442793
N1356	E10	3	464-92-6	Asiatic acid	488.7	C30H48O5	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)O	True	False	False	False	CC1CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C	488.35017463599985	488.70900000000023	C30H48O5	119034
N1357	E11	3	16830-15-2	Asiaticoside	959.12	C48H78O19	CC1CCC2(CCC3(C(=CCC4C3(CCC5C4(CC(C(C5(C)CO)O)O)C)C)C2C1C)C)C(=O)OC6C(C(C(C(O6)COC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)C)O)O)O)O)O)O)O)O	True	False	False	False	CC1CCC2(C(=O)OC3OC(COC4OC(CO)C(OC5OC(C)C(O)C(O)C5O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5CCC43C)C2C1C	958.5137302760003	959.1330000000008	C48H78O19	11954171
N1359	F01	3	528-43-8	Magnolol	266.32	C18H18O2	C=CCC1=CC(=C(C=C1)O)C2=C(C=CC(=C2)CC=C)O	True	False	False	False	C=CCc1ccc(O)c(-c2cc(CC=C)ccc2O)c1	266.130679816	266.3399999999999	C18H18O2	72300
N1360	F02	3	24512-63-8	Geniposide	388.37	C17H24O10	COC(=O)C1=COC(C2C1CC=C2CO)OC3C(C(C(C(O3)CO)O)O)O	True	False	False	False	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(CO)=CCC12	388.1369469679999	388.3690000000001	C17H24O10	107848
N1362	F03	3	607-80-7	Sesamin	354.36	C20H18O6	C1C2C(COC2C3=CC4=C(C=C3)OCO4)C(O1)C5=CC6=C(C=C5)OCO6	True	False	False	False	c1cc2c(cc1C1OCC3C(c4ccc5c(c4)OCO5)OCC13)OCO2	354.11033829599995	354.3580000000001	C20H18O6	72307
N1368	F04	3	2086-83-1	Berberine	336.36	C20H18NO4	[H]C(C([H])([H])C1=C2[H])([H])[N+](C([H])=C(C(OC([H])([H])[H])=C3OC([H])([H])[H])C(C([H])=C3[H])=C4[H])=C4C1=C([H])C5=C2OC([H])([H])O5	True	False	False	False	COc1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2	336.1230344760899	336.3670000000001	C20H18NO4+	2353
N1369	F05	3	477-90-7	Bergenin	328.27	C14H16O9	COC1=C(C=C2C(=C1O)C3C(C(C(C(O3)CO)O)O)OC2=O)O	True	False	False	False	COc1c(O)cc2c(c1O)C1OC(CO)C(O)C(O)C1OC2=O	328.07943209199993	328.2730000000001	C14H16O9	66065
N1370	F06	3	480-41-1	Naringenin	272.25	C15H12O5	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O	True	False	False	False	O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21	272.068473484	272.256	C15H12O5	439246
N1375	F07	3	20311-51-7	Solamargine	868.07	C45H73NO15	C[C@H]1CN[C@@]2(O[C@]3(C[C@]4([C@@]5(CC=C6C[C@@H](O[C@]7([H])O[C@H](CO)[C@@H](O[C@@]8([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O8)[C@H](O)[C@H]7O[C@@]9([H])[C@H](O)[C@H](O)[C@@H](O)[C@H](C)O9)CC[C@@]6([C@]5(CC[C@@]4([C@]3([C@@H]2C)[H])C)[H])C)[H])[H])[H])CC1	True	False	False	False	CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	867.4980206359999	868.0709999999998	C45H73NO15	73611
N1382	F08	3	2468-21-5	Catharanthine	336.42	C21H24N2O2	O=C([C@@]1(C(N([H])C2=C([H])C([H])=C([H])C([H])=C32)=C3C([H])([H])C4([H])[H])[C@](C(C([H])([H])C([H])([H])[H])=C5[H])([H])N4C([H])([H])[C@@]5([H])C1([H])[H])OC([H])([H])[H]	True	False	False	False	CCC1=CC2CN3CCc4c([nH]c5ccccc45)C(C(=O)OC)(C2)C13	336.18377800799993	336.43500000000006	C21H24N2O2	5458190
N1390	F09	3	134418-28-3	Dehydroandrographolide	332.42	C20H28O4	CC12CCC(C(C1CCC(=C)C2CC=C3C=COC3=O)(C)CO)O	True	False	False	False	C=C1CCC2C(C)(CO)C(O)CCC2(C)C1C=Cc1ccoc1O	332.19875937599994	332.44000000000005	C20H28O4	53394883
N1392	F10	3	24697-74-3	Leonurine hydrochloride	311.33	C14H21N3O5 .HCl	COC1=CC(=CC(=C1O)OC)C(=O)OCCCCN=C(N)N	True	False	False	False	COc1cc(C(=O)OCCCCN=C(N)N)cc(OC)c1O	311.1481207720001	311.33799999999997	C14H21N3O5	161464
N1397	F11	3	76135-82-5	Glucosyl-vitexin	594.52	C27H30O15	OC[C@]1([H])[C@](O)([H])[C@@](O)([H])[C@](O)([H])[C@@](O[C@]([C@@](O)([H])[C@](O)([H])C2([H])C3=C(O)C=C(O)C4=C3OC(C5=CC=C(O)C=C5)=CC4=O)([H])[C@@](O2)([H])CO)([H])O1	True	False	False	False	O=c1cc(-c2ccc(O)cc2)oc2c(C3OC(CO)C(OC4OC(CO)C(O)C(O)C4O)C(O)C3O)c(O)cc(O)c12	594.1584702600001	594.5220000000004	C27H30O15	5488581
N1401	G01	3	34367-04-9	Ginsenoside Ro	957.1	C48H76O19	CC1(CCC2(CCC3(C(=CCC4C3(CCC5C4(CCC(C5(C)C)OC6C(C(C(C(O6)C(=O)O)O)O)OC7C(C(C(C(O7)CO)O)O)O)C)C)C2C1)C)C(=O)OC8C(C(C(C(O8)CO)O)O)O)C	True	False	False	False	CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1	956.4980802120002	957.1170000000005	C48H76O19	11815492
N1404	G02	3	39011-90-0	Alibiflorin	480.46	C23H28O11	O=C1O[C@](C2([H])[H])(C([H])([H])[H])[C@@]3([C@@]1(C([H])([H])OC(C4=C([H])C([H])=C([H])C([H])=C4[H])=O)[C@@]([C@]2([H])O[H])([H])C3([H])[H])O[C@]([C@]([C@@]5([H])O[H])([H])O[H])([H])O[C@@](C([H])([H])O[H])([H])[C@@]5([H])O[H]	True	False	False	False	CC12CC(O)C3CC1(OC1OC(CO)C(O)C(O)C1O)C3(COC(=O)c1ccccc1)C(=O)O2	480.1631617159998	480.4660000000002	C23H28O11	24868421
N1413	G03	3	20633-67-4	Calycosin-7-glucoside	446.4	C22H22NO10	COC1=C(C=C(C=C1)C2=COC3=C(C2=O)C=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O	True	False	False	False	COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)ccc3c2=O)cc1O	446.12129690399985	446.4080000000001	C22H22O10	5318267
N1426	G04	3	41743-73-1	Irisflorentin	386.35	C20H18O8	COC1=CC(=CC(=C1OC)OC)C2=COC3=CC4=C(C(=C3C2=O)OC)OCO4	True	False	False	False	COc1cc(-c2coc3cc4c(c(OC)c3c2=O)OCO4)cc(OC)c1OC	386.1001675359999	386.3560000000002	C20H18O8	170569
N1432	G05	3	13657-68-6	Curdione	236.34	C15H24O2	CC1CCC=C(CC(=O)C(CC1=O)C(C)C)C	True	False	False	False	CC(C)=C1CC(=O)C(C)CCCC(C)CC1=O	236.177630008	236.35499999999996	C15H24O2	518796
N1440	G06	3	39524-08-8	Asperosaponin Ⅵ	929.1	C47H76O18	O=C([C@]12CCC(C)(C)C[C@@]1([H])C3=CCC4[C@@]5(C)CC[C@H](O[C@@H]6OC[C@H](O)[C@H](O)[C@H]6O)[C@@](C)(CO)[C@]5([H])CC[C@@]4(C)[C@]3(C)CC2)O[C@@H]7O[C@H](CO[C@@H]8O[C@H](CO)[C@@H](O)[C@H](O)[C@H]8O)[C@@H](O)[C@H](O)[C@H]7O	True	False	False	False	CC1(C)CCC2(C(=O)OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1	928.5031655920002	929.1070000000004	C47H76O18	14284436
N1441	G07	3	28808-62-0	Fraxinellone	232.27	C14H16O3	CC1=C2C(=O)OC(C2(CCC1)C)C3=COC=C3	True	False	False	False	CC1=C2C(=O)OC(c3ccoc3)C2(C)CCC1	232.109944372	232.27899999999997	C14H16O3	124039
N1442	G08	3	58-55-9	Theophylline	180.16	C7H8N4O2	CN1C2=C(C(=O)N(C1=O)C)NC=N2	True	False	False	False	Cn1c(=O)c2[nH]cnc2n(C)c1=O	180.064725496	180.167	C7H8N4O2	2153
N1447	G09	3	23513-15-7	10-Gingerol	350.49	C21H34O4	CCCCCCCCCC(CC(=O)CCC1=CC(=C(C=C1)O)OC)O	True	False	False	False	CCCCCCCCCC(O)CC(=O)CCc1ccc(O)c(OC)c1	350.24570956799994	350.499	C21H34O4	168115
N1461	G10	3	19210-12-9	Harpagoside	494.18	C24H30O11	O=C(/C=C/C1=CC=CC=C1)O[C@@]2(C)C[C@@H](O)[C@@]3(O)[C@@H]2[C@H](O[C@H]4[C@@H]([C@@H](O)[C@H](O)[C@@H](CO)O4)O)OC=C3	True	False	False	False	CC1(OC(=O)C=Cc2ccccc2)CC(O)C2(O)C=COC(OC3OC(CO)C(O)C(O)C3O)C12	494.1788117799998	494.49300000000017	C24H30O11	5281542
N1474	G11	3	104472-68-6	Typhaneoside	770.23	C34H42O20	O[C@@H]1[C@H](O)[C@@H](O)[C@H](C)O[C@H]1OC[C@@H]2[C@H]([C@H](O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H](OC4=C(C5=CC(OC)=C(O)C=C5)OC6=CC(O)=CC(O)=C6C4=O)O2)O	True	False	False	False	COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2OC2OC(COC3OC(C)C(O)C(O)C3O)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)ccc1O	770.2269437440001	770.6900000000003	C34H42O20	44566503
N1480	H01	3	13476-25-0	Linderane	260.1	C15H16O4	O=C1O[C@]2([H])[C@]3([H])O[C@@]31C([H])([H])C([H])([H])/C([H])=C(C([H])([H])[H])/C([H])([H])C4=C2C(C([H])([H])[H])=C([H])O4	True	False	False	False	CC1=CCCC23OC2C(OC3=O)c2c(C)coc2C1	260.104858992	260.289	C15H16O4	6915739
N1486	H02	3	34420-19-4	Lathyrol	334.45	C20H30O4	O=C(/C(C([H])([H])[H])=C([H])/[C@@]1([H])C(C([H])([H])[H])(C([H])([H])[H])[C@@]1([H])C([H])([H])C([H])([H])/C2=C([H])/[H])[C@@]3([C@]([C@]2([H])O[H])([H])[C@@]([C@](C([H])([H])[H])([H])C3([H])[H])([H])O[H])O[H]	True	False	False	False	C=C1CCC2C(=CC(C)C(=O)C3(O)CC(C)C(O)C3C1O)C2(C)C	334.21440943999994	334.456	C20H30O4	5281376
N1489	H03	3	25406-64-8	Morroniside	406.15	C17H26O11	O[C@@H]1O[C@H](C)[C@H]([C@H](OC=C2C(OC)=O)O[C@@H]([C@@H]([C@H]3O)O)O[C@H](CO)[C@H]3O)[C@H]2C1	True	False	False	False	COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C2C(C)OC(O)CC12	406.14751165199993	406.3840000000001	C17H26O11	122173151
N1490	H04	3	357-57-3	Brucine	394.19	C23H26N2O4	O=C(N1C2=CC(OC)=C(OC)C=C23)C[C@@H]4OCC=C5[C@H]6[C@@H]4[C@H]1[C@@]3(CCN7C5)[C@@H]7C6	True	False	False	False	COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43	394.189257312	394.4710000000002	C23H26N2O4	442021
N1500	H05	3	6902-91-6	Germacrone	218.17	C15H22O	CC1=CCC(=C(C)C)C(=O)CC(=CCC1)C	True	False	False	False	CC1=CCC(=C(C)C)C(=O)C=C(C)CCC1	218.167065324	218.33999999999995	C15H22O	6436348
N1503	H06	3	7660-25-5	Fructose	180.06	C6H6O6	C1C(C(C(C(O1)(CO)O)O)O)O	True	False	False	False	OCC1(O)OCC(O)C(O)C1O	180.063388104	180.156	C6H12O6	24310
N1520	H07	3	102841-42-9	Mulberroside A	568.52	C26H32O14	C1=CC(=C(C=C1OC2C(C(C(C(O2)CO)O)O)O)O)C=CC3=CC(=CC(=C3)OC4C(C(C(C(O4)CO)O)O)O)O	True	False	False	False	OCC1OC(Oc2cc(O)cc(C=Cc3ccc(OC4OC(CO)C(O)C(O)C4O)cc3O)c2)C(O)C(O)C1O	568.1792057039999	568.5280000000005	C26H32O14	6443484
N1521	H08	3	2680-81-1	Dehydrodiisoeugenol	326.39	C20H22O4	CC=CC1=CC2=C(C(=C1)OC)OC(C2C)C3=CC(=C(C=C3)O)OC	True	False	False	False	CC=Cc1cc(OC)c2c(c1)C(C)C(c1ccc(O)c(OC)c1)O2	326.15180918399994	326.392	C20H22O4	5379033
N1526	H09	3	78281-02-4	Hydroxysafflor yellow A	612.53	C27H32O16	C1=CC(=CC=C1C=CC(=C2C(=C(C(=O)C(C2=O)(C3C(C(C(C(O3)CO)O)O)O)O)C4C(C(C(C(O4)CO)O)O)O)O)O)O	True	False	False	False	O=C(C=Cc1ccc(O)cc1)C1C(=O)C(C2OC(CO)C(O)C(O)C2O)C(=O)C(O)(C2OC(CO)C(O)C(O)C2O)C1=O	612.1690349439999	612.5370000000005	C27H32O16	75296842
N1528	H10	3	80681-44-3	Sec-O-Glucosylhamaudol	438.42	C21H26O10	CC1=CC(=O)C2=C(C3=C(C=C2O1)OC(C(C3)OC4C(C(C(C(O4)CO)O)O)O)(C)C)O	True	False	False	False	Cc1cc(=O)c2c(O)c3c(cc2o1)OC(C)(C)C(OC1OC(CO)C(O)C(O)C1O)C3	438.15259703199985	438.42900000000014	C21H26O10	10478277
N1531	H11	3	13159-28-9	Betulinaldehyde	440.7	C30H48O2	CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)O)C)C=O	True	False	False	False	C=C(C)C1CCC2(C=O)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C12	440.3654307759999	440.7120000000003	C30H48O2	99615
N1539	A01	4	5986-55-0	Patchouli alcohol	222.2	C15H26O	[H][C@]1([C@](C([H])([H])[H])([H])C([H])([H])C2([H])[H])[C@@](C([H])([H])C3([H])[H])(C([H])([H])[H])[C@@]2(C(C([H])([H])[H])(C([H])([H])[H])[C@@]3([H])C1([H])[H])O[H]	True	False	False	False	CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3	222.198365452	222.37199999999999	C15H26O	10955174
N1548	A02	4	19121-58-5	Solasonine	884.06	C45H73NO16	O[C@@H]1[C@@H]([C@H]([C@@H](O[C@@H]1CO)O[C@@H]2CC3=CC[C@H]([C@@H]([C@@]3(C)CC2)CC4)[C@H](C5)[C@@]4(C)[C@@H]([C@@H]6C)[C@H]5O[C@]76NC[C@H](C)CC7)O[C@@H]([C@@H]([C@@H]8O)O)O[C@@H](C)[C@@H]8O)O[C@@H]([C@@H]([C@H]9O)O)O[C@H](CO)[C@H]9O	True	False	False	False	CC1CCC2(NC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(OC7OC(CO)C(O)C(O)C7O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	883.4929352560002	884.0700000000007	C45H73NO16	119247
N1550	A03	4	26575-95-1	Alisol B 23-acetate	514.74	C32H50O5	CC(CC(C1C(O1)(C)C)OC(=O)C)C2=C3CC(C4C5(CCC(=O)C(C5CCC4(C3(CC2)C)C)(C)C)C)O	True	False	False	False	CC(=O)OC(CC(C)C1=C2CC(O)C3C4(C)CCC(=O)C(C)(C)C4CCC3(C)C2(C)CC1)C1OC1(C)C	514.3658247	514.7470000000005	C32H50O5	14036811
N1551	A04	4	728-61-0	Isolinderalactone	244.29	C15H16O3	O=C(C(C([H])([H])C([H])([H])/C([H])=C(C([H])([H])[H])/C1([H])[H])=C2[H])O[C@@]2([H])C3=C1OC([H])=C3C([H])([H])[H]	True	False	False	False	CC1=CCCc2cc(oc2O)-c2c(C)coc2C1	244.109944372	244.28999999999996	C15H16O3	6450191
N1555	A05	4	2188-68-3	Lycorine chloride	323.77	C16H18ClNO4	Cl[H].[H][C@@]1([C@@](C2=C([H])C3=C4OC([H])([H])O3)([H])[C@]5([H])O[H])N(C([H])([H])C2=C4[H])C([H])([H])C([H])([H])C1=C([H])[C@]5([H])O[H]	True	False	False	False	OC1C=C2CCN3Cc4cc5c(cc4C(C1O)C23)OCO5	287.115758024	287.31499999999994	C16H17NO4	164943
N1556	A06	4	14144-06-0	Diosgenin glucoside	576.76	C33H52O8	CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CC=C6C5(CCC(C6)OC7C(C(C(C(O7)CO)O)O)O)C)C)C)OC1	True	False	False	False	CC1CCC2(OC1)OC1CC3C4CC=C5CC(OC6OC(CO)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C	576.3662186239998	576.7710000000001	C33H52O8	11827970
N1563	A07	4	13463-28-0	Eriocitrin	596.53	C27H32O15	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC(=C4C(=O)CC(OC4=C3)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O)O	True	False	False	False	CC1OC(OCC2OC(Oc3cc(O)c4c(c3)OC(c3ccc(O)c(O)c3)CC4=O)C(O)C(O)C2O)C(O)C(O)C1O	596.1741203239999	596.5380000000006	C27H32O15	83489
N1568	A08	4	62025-49-4	Ginsenoside F2	785.01	C42H72O13	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C	True	False	False	False	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C	784.497292364	785.0250000000005	C42H72O13	9918692
N1569	A09	4	53963-43-2	Ginsenoside F1	638.87	C36H62O9	CC(=CCCC(C)(C1(CCC2(C1C(CC3C2CC(C4C3(CCC(C4(C)C)O)C)O)O)C)C)OC5C(C(C(C(O5)CO)O)O)O)C	True	False	False	False	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1(C)CCC2(C)C3CC(O)C4C(C)(C)C(O)CCC4(C)C3CC(O)C21	638.439383564	638.8830000000005	C36H62O9	9809542
N1578	A10	4	475-83-2	Nuciferine	295.38	C19H21NO2	CN1CCC2=CC(=C(C3=C2C1CC4=CC=CC=C43)OC)OC	True	False	False	False	COc1cc2c3c(c1OC)-c1ccccc1CC3N(C)CC2	295.157228912	295.38200000000006	C19H21NO2	10146
N1582	A11	4	80154-34-3	Helicid	284.06	C13H16O7	C1=CC(=CC=C1C=O)OC2C(C(C(C(O2)CO)O)O)O	True	False	False	False	O=Cc1ccc(OC2OC(CO)C(O)C(O)C2O)cc1	284.089602852	284.264	C13H16O7	12896796
N1592	B01	4	485-49-4	(+)-Bicuculline	367.11	C20H17NO6	CN([C@@H]1[C@H]2C(C=CC3=C4OCO3)=C4C(O2)=O)CCC(C1=C5)=CC6=C5OCO6	True	False	False	False	CN1CCc2cc3c(cc2C1C1OC(=O)c2c1ccc1c2OCO1)OCO3	367.10558726399995	367.3570000000001	C20H17NO6	10237
N1597	B02	4	30636-90-9	Protopanaxdiol	460.73	C30H52O3	C/C(C)=C\CC[C@](O)(C)[C@H](CC[C@@]1(C)[C@]2(CC[C@H]34)C)C1[C@@H](O)C[C@H]2[C@@]4(C)CC[C@@H](O)C3(C)C	True	False	False	False	CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3CCC12C	460.39164552399996	460.7430000000002	C30H52O3	11213350
N1600	B03	4	518-17-2	Evodiamine	303.35	C19H17N3O	O=C1N2[C@](C(N([H])C3=C([H])C([H])=C([H])C([H])=C43)=C4C([H])([H])C2([H])[H])([H])N(C([H])([H])[H])C5=C([H])C([H])=C([H])C([H])=C15	True	False	False	False	CN1c2ccccc2C(=O)N2CCc3c([nH]c4ccccc34)C21	303.137162164	303.365	C19H17N3O	442088
N1601	B04	4	102040-03-9	Tubeimoside I	1319.43	C63H98O29	C[C@@]1([H])[C@@](O)([H])[C@](O[C@@]2([H])[C@@](O)([H])[C@](O)([H])[C@@](O)([H])CO2)([H])[C@](O)([H])[C@@](O[C@]3([H])[C@](O)([H])[C@](O)([H])CO[C@@]3([H])OC([C@]4(CC[C@]56C)CCC(C)(C[C@@]4([H])C5=CC[C@]7([H])[C@@](C[C@@](O)([H])[C@@](O8)([H])[C@]9(COC(C[C	False	False	False	True	CC1OC(OC2C(OC(=O)C34C=CC5(C)C(=CCC6C7(C)CC(O)C(OC8OC(CO)C(O)C(O)C8OC8OCC(OC(=O)CC(C)(O)CC(=O)O)C(O)C8O)C(C)(C)C7CCC65C)C3CC(C)(C)CC4)OCC(O)C2OC2OCC(O)C(O)C2O)C(O)C(O)C1O	1318.619377116	1319.4480000000005	C63H98O29	3034097
N1605	B05	4	82854-37-3	Echinacoside	786.72	C35H46O20	CC1C(C(C(C(O1)OC2C(C(OC(C2OC(=O)C=CC3=CC(=C(C=C3)O)O)COC4C(C(C(C(O4)CO)O)O)O)OCCC5=CC(=C(C=C5)O)O)O)O)O)O	True	False	False	False	CC1OC(OC2C(O)C(OCCc3ccc(O)c(O)c3)OC(COC3OC(CO)C(O)C(O)C3O)C2OC(=O)C=Cc2ccc(O)c(O)c2)C(O)C(O)C1O	786.2582438720002	786.7330000000006	C35H46O20	5281771
N1606	B06	4	80681-45-4	Prim-O-glucosylcimifugin	468.45	C22H28O11	CC(C)(C1CC2=C(O1)C=C3C(=C2OC)C(=O)C=C(O3)COC4C(C(C(C(O4)CO)O)O)O)O	True	False	False	False	COc1c2c(cc3oc(COC4OC(CO)C(O)C(O)C4O)cc(=O)c13)OC(C(C)(C)O)C2	468.1631617159998	468.45500000000015	C22H28O11	14034912
N1609	B07	4	78214-33-2	Ginsenoside Rh2	622.87	C36H62O8	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)O)C)C)O)C)O)C	True	False	False	False	CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C	622.4444689439999	622.8840000000004	C36H62O8	119307
N1610	B08	4	63223-86-9	Ginsenoside Rh1	638.87	C36H62O9	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)O)C	True	False	False	False	CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C	638.439383564	638.8830000000005	C36H62O9	12855920
N1613	B09	4	22427-39-0	Ginsenoside Rg1	801.01	C42H72O14	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CC(C4C3(CCC(C4(C)C)O)C)OC5C(C(C(C(O5)CO)O)O)O)C)O)C)OC6C(C(C(C(O6)CO)O)O)O)C	True	False	False	False	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3O)CC12C	800.4922069840001	801.0240000000007	C42H72O14	441923
N1615	B10	4	52286-59-6	Ginsenoside Re	947.14	C48H82O18	CC1C(C(C(C(O1)OC2C(C(C(OC2OC3CC4(C(CC(C5C4(CCC5C(C)(CCC=C(C)C)OC6C(C(C(C(O6)CO)O)O)O)C)O)C7(C3C(C(CC7)O)(C)C)C)C)CO)O)O)O)O)O	True	False	False	False	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(O)C(C)(C)C3C(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)CC12C	946.5501157840004	947.1660000000007	C48H82O18	441921
N1616	B11	4	52705-93-8	Ginsenoside Rd	947.15	C48H82O18	C/C(C)=C\CCC(C1CCC2(C)C1C(O)CC3C2(C)CCC4C3(C)CCC(OC5C(OC6C(O)C(O)C(O)C(CO)O6)C(O)C(O)C(CO)O5)C4(C)C)(OC7C(O)C(O)C(O)C(CO)O7)C	True	False	False	False	CC(C)=CCCC(C)(OC1OC(CO)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C	946.5501157840002	947.1660000000007	C48H82O18	11679800
N1618	C01	4	68406-26-8	Ginsenoside Rb3	1079.26	C53H90O22	CCC(=CCCC(C)(C1CCC2(C1C(CC3C2CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C	True	False	False	False	CCC(C)=CCCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C3CCC4C(C)(C)C(OC5OC(CO)C(O)C(O)C5OC5OC(CO)C(O)C(O)C5O)CCC4(C)C3CC(O)C12	1078.5923745200002	1079.2810000000006	C53H90O22	12912363
N1619	C02	4	11021-13-9	Ginsenoside Rb2	1079.26	C53H90O22	CC(=CCCC(C)(C1CCC2(C1C(CC3C2(CCC4C3(CCC(C4(C)C)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)C)OC7C(C(C(C(O7)COC8C(C(C(CO8)O)O)O)O)O)O)C	True	False	False	False	CC(C)=CCCC(C)(OC1OC(COC2OCC(O)C(O)C2O)C(O)C(O)C1O)C1CCC2(C)C1C(O)CC1C3(C)CCC(OC4OC(CO)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)C(C)(C)C3CCC12C	1078.5923745200002	1079.2810000000006	C53H90O22	6917976
